PULocationID,weather,season,time,pickup_area,duration
9,rainy,winter,day,not manhattan,2
9,sunny,fall,day,not manhattan,10
9,sunny,fall,night,not manhattan,2
9,sunny,spring,day,not manhattan,5
9,sunny,spring,night,not manhattan,2
9,sunny,summer,day,not manhattan,10
9,sunny,summer,night,not manhattan,5
9,sunny,winter,day,not manhattan,10
9,sunny,winter,night,not manhattan,4
10,rainy,fall,day,not manhattan,443
10,rainy,fall,night,not manhattan,83
10,rainy,spring,day,not manhattan,331
10,rainy,spring,night,not manhattan,62
10,rainy,summer,day,not manhattan,406
10,rainy,summer,night,not manhattan,47
10,rainy,winter,day,not manhattan,314
10,rainy,winter,night,not manhattan,48
10,sunny,fall,day,not manhattan,2166
10,sunny,fall,night,not manhattan,378
10,sunny,spring,day,not manhattan,1880
10,sunny,spring,night,not manhattan,314
10,sunny,summer,day,not manhattan,2221
10,sunny,summer,night,not manhattan,540
10,sunny,winter,day,not manhattan,1197
10,sunny,winter,night,not manhattan,245
11,rainy,fall,day,not manhattan,1
11,rainy,fall,night,not manhattan,1
11,rainy,spring,day,not manhattan,4
11,rainy,spring,night,not manhattan,2
11,rainy,summer,day,not manhattan,1
11,rainy,summer,night,not manhattan,1
11,rainy,winter,day,not manhattan,3
11,rainy,winter,night,not manhattan,4
11,sunny,fall,day,not manhattan,11
11,sunny,fall,night,not manhattan,6
11,sunny,spring,day,not manhattan,5
11,sunny,spring,night,not manhattan,1
11,sunny,summer,day,not manhattan,18
11,sunny,summer,night,not manhattan,5
11,sunny,winter,day,not manhattan,11
11,sunny,winter,night,not manhattan,9
12,rainy,fall,day,manhattan,436
12,rainy,fall,night,manhattan,18
12,rainy,spring,day,manhattan,571
12,rainy,spring,night,manhattan,44
12,rainy,summer,day,manhattan,765
12,rainy,summer,night,manhattan,11
12,rainy,winter,day,manhattan,366
12,rainy,winter,night,manhattan,17
12,sunny,fall,day,manhattan,3059
12,sunny,fall,night,manhattan,144
12,sunny,spring,day,manhattan,3159
12,sunny,spring,night,manhattan,136
12,sunny,summer,day,manhattan,4648
12,sunny,summer,night,manhattan,261
12,sunny,winter,day,manhattan,2084
12,sunny,winter,night,manhattan,73
13,rainy,fall,day,manhattan,7773
13,rainy,fall,night,manhattan,698
13,rainy,spring,day,manhattan,8961
13,rainy,spring,night,manhattan,948
13,rainy,summer,day,manhattan,7331
13,rainy,summer,night,manhattan,322
13,rainy,winter,day,manhattan,6012
13,rainy,winter,night,manhattan,426
13,sunny,fall,day,manhattan,42609
13,sunny,fall,night,manhattan,4054
13,sunny,spring,day,manhattan,43643
13,sunny,spring,night,manhattan,4452
13,sunny,summer,day,manhattan,46921
13,sunny,summer,night,manhattan,5776
13,sunny,winter,day,manhattan,30614
13,sunny,winter,night,manhattan,2352
14,rainy,fall,day,not manhattan,28
14,rainy,fall,night,not manhattan,8
14,rainy,spring,day,not manhattan,16
14,rainy,spring,night,not manhattan,2
14,rainy,summer,day,not manhattan,15
14,rainy,summer,night,not manhattan,7
14,rainy,winter,day,not manhattan,12
14,rainy,winter,night,not manhattan,5
14,sunny,fall,day,not manhattan,80
14,sunny,fall,night,not manhattan,34
14,sunny,spring,day,not manhattan,60
14,sunny,spring,night,not manhattan,26
14,sunny,summer,day,not manhattan,67
14,sunny,summer,night,not manhattan,42
14,sunny,winter,day,not manhattan,47
14,sunny,winter,night,not manhattan,21
15,rainy,fall,day,not manhattan,1
15,rainy,fall,night,not manhattan,1
15,rainy,spring,day,not manhattan,2
15,rainy,summer,day,not manhattan,2
15,rainy,winter,day,not manhattan,1
15,rainy,winter,night,not manhattan,1
15,sunny,fall,day,not manhattan,6
15,sunny,fall,night,not manhattan,5
15,sunny,spring,day,not manhattan,5
15,sunny,spring,night,not manhattan,2
15,sunny,summer,day,not manhattan,8
15,sunny,summer,night,not manhattan,6
15,sunny,winter,day,not manhattan,6
16,rainy,fall,night,not manhattan,2
16,rainy,spring,day,not manhattan,3
16,rainy,spring,night,not manhattan,2
16,rainy,summer,day,not manhattan,1
16,rainy,winter,night,not manhattan,1
16,sunny,fall,day,not manhattan,9
16,sunny,fall,night,not manhattan,10
16,sunny,spring,day,not manhattan,8
16,sunny,spring,night,not manhattan,4
16,sunny,summer,day,not manhattan,8
16,sunny,summer,night,not manhattan,7
16,sunny,winter,day,not manhattan,7
16,sunny,winter,night,not manhattan,2
17,rainy,fall,day,not manhattan,36
17,rainy,fall,night,not manhattan,26
17,rainy,spring,day,not manhattan,34
17,rainy,spring,night,not manhattan,37
17,rainy,summer,day,not manhattan,30
17,rainy,summer,night,not manhattan,8
17,rainy,winter,day,not manhattan,35
17,rainy,winter,night,not manhattan,23
17,sunny,fall,day,not manhattan,167
17,sunny,fall,night,not manhattan,152
17,sunny,spring,day,not manhattan,176
17,sunny,spring,night,not manhattan,177
17,sunny,summer,day,not manhattan,140
17,sunny,summer,night,not manhattan,161
17,sunny,winter,day,not manhattan,125
17,sunny,winter,night,not manhattan,130
18,rainy,fall,day,not manhattan,5
18,rainy,fall,night,not manhattan,2
18,rainy,spring,day,not manhattan,9
18,rainy,spring,night,not manhattan,3
18,rainy,summer,day,not manhattan,2
18,rainy,summer,night,not manhattan,2
18,rainy,winter,day,not manhattan,11
18,rainy,winter,night,not manhattan,2
18,sunny,fall,day,not manhattan,26
18,sunny,fall,night,not manhattan,10
18,sunny,spring,day,not manhattan,34
18,sunny,spring,night,not manhattan,16
18,sunny,summer,day,not manhattan,19
18,sunny,summer,night,not manhattan,13
18,sunny,winter,day,not manhattan,38
18,sunny,winter,night,not manhattan,15
19,rainy,fall,day,not manhattan,1
19,rainy,spring,day,not manhattan,2
19,rainy,summer,day,not manhattan,1
19,rainy,summer,night,not manhattan,1
19,rainy,winter,day,not manhattan,2
19,sunny,fall,day,not manhattan,24
19,sunny,fall,night,not manhattan,7
19,sunny,spring,day,not manhattan,15
19,sunny,spring,night,not manhattan,3
19,sunny,summer,day,not manhattan,12
19,sunny,summer,night,not manhattan,3
19,sunny,winter,day,not manhattan,25
19,sunny,winter,night,not manhattan,5
20,rainy,fall,day,not manhattan,4
20,rainy,fall,night,not manhattan,1
20,rainy,spring,day,not manhattan,11
20,rainy,summer,day,not manhattan,6
20,rainy,winter,day,not manhattan,4
20,rainy,winter,night,not manhattan,1
20,sunny,fall,day,not manhattan,15
20,sunny,fall,night,not manhattan,4
20,sunny,spring,day,not manhattan,33
20,sunny,spring,night,not manhattan,7
20,sunny,summer,day,not manhattan,23
20,sunny,summer,night,not manhattan,8
20,sunny,winter,day,not manhattan,21
20,sunny,winter,night,not manhattan,7
21,rainy,spring,day,not manhattan,2
21,rainy,summer,day,not manhattan,3
21,rainy,summer,night,not manhattan,3
21,rainy,winter,day,not manhattan,1
21,sunny,fall,day,not manhattan,13
21,sunny,fall,night,not manhattan,2
21,sunny,spring,day,not manhattan,11
21,sunny,spring,night,not manhattan,10
21,sunny,summer,day,not manhattan,11
21,sunny,summer,night,not manhattan,8
21,sunny,winter,day,not manhattan,5
21,sunny,winter,night,not manhattan,4
22,rainy,fall,day,not manhattan,5
22,rainy,spring,day,not manhattan,2
22,rainy,spring,night,not manhattan,3
22,rainy,summer,day,not manhattan,2
22,rainy,winter,day,not manhattan,3
22,rainy,winter,night,not manhattan,2
22,sunny,fall,day,not manhattan,13
22,sunny,fall,night,not manhattan,6
22,sunny,spring,day,not manhattan,12
22,sunny,spring,night,not manhattan,4
22,sunny,summer,day,not manhattan,8
22,sunny,summer,night,not manhattan,7
22,sunny,winter,day,not manhattan,9
22,sunny,winter,night,not manhattan,6
23,rainy,fall,day,not manhattan,1
23,rainy,spring,day,not manhattan,1
23,rainy,winter,day,not manhattan,1
23,sunny,fall,day,not manhattan,1
23,sunny,fall,night,not manhattan,1
23,sunny,spring,day,not manhattan,4
23,sunny,spring,night,not manhattan,1
23,sunny,summer,day,not manhattan,4
23,sunny,summer,night,not manhattan,2
23,sunny,winter,day,not manhattan,4
23,sunny,winter,night,not manhattan,1
24,rainy,fall,day,manhattan,4118
24,rainy,fall,night,manhattan,485
24,rainy,spring,day,manhattan,5320
24,rainy,spring,night,manhattan,762
24,rainy,summer,day,manhattan,3286
24,rainy,summer,night,manhattan,255
24,rainy,winter,day,manhattan,4305
24,rainy,winter,night,manhattan,442
24,sunny,fall,day,manhattan,20584
24,sunny,fall,night,manhattan,2704
24,sunny,spring,day,manhattan,24216
24,sunny,spring,night,manhattan,3248
24,sunny,summer,day,manhattan,20360
24,sunny,summer,night,manhattan,3119
24,sunny,winter,day,manhattan,19682
24,sunny,winter,night,manhattan,2618
25,rainy,fall,day,not manhattan,334
25,rainy,fall,night,not manhattan,157
25,rainy,spring,day,not manhattan,428
25,rainy,spring,night,not manhattan,206
25,rainy,summer,day,not manhattan,279
25,rainy,summer,night,not manhattan,51
25,rainy,winter,day,not manhattan,278
25,rainy,winter,night,not manhattan,106
25,sunny,fall,day,not manhattan,1601
25,sunny,fall,night,not manhattan,887
25,sunny,spring,day,not manhattan,1939
25,sunny,spring,night,not manhattan,1068
25,sunny,summer,day,not manhattan,1750
25,sunny,summer,night,not manhattan,958
25,sunny,winter,day,not manhattan,1183
25,sunny,winter,night,not manhattan,580
26,rainy,fall,day,not manhattan,11
26,rainy,fall,night,not manhattan,1
26,rainy,spring,day,not manhattan,6
26,rainy,spring,night,not manhattan,1
26,rainy,summer,day,not manhattan,5
26,rainy,winter,day,not manhattan,9
26,rainy,winter,night,not manhattan,6
26,sunny,fall,day,not manhattan,43
26,sunny,fall,night,not manhattan,13
26,sunny,spring,day,not manhattan,44
26,sunny,spring,night,not manhattan,11
26,sunny,summer,day,not manhattan,26
26,sunny,summer,night,not manhattan,17
26,sunny,winter,day,not manhattan,44
26,sunny,winter,night,not manhattan,7
27,rainy,winter,day,not manhattan,1
27,sunny,spring,day,not manhattan,2
27,sunny,summer,day,not manhattan,3
28,rainy,fall,day,not manhattan,46
28,rainy,fall,night,not manhattan,26
28,rainy,spring,day,not manhattan,50
28,rainy,spring,night,not manhattan,15
28,rainy,summer,day,not manhattan,51
28,rainy,summer,night,not manhattan,8
28,rainy,winter,day,not manhattan,57
28,rainy,winter,night,not manhattan,17
28,sunny,fall,day,not manhattan,271
28,sunny,fall,night,not manhattan,100
28,sunny,spring,day,not manhattan,292
28,sunny,spring,night,not manhattan,72
28,sunny,summer,day,not manhattan,295
28,sunny,summer,night,not manhattan,86
28,sunny,winter,day,not manhattan,214
28,sunny,winter,night,not manhattan,72
29,rainy,fall,day,not manhattan,4
29,rainy,spring,day,not manhattan,2
29,rainy,summer,day,not manhattan,3
29,rainy,summer,night,not manhattan,2
29,rainy,winter,day,not manhattan,6
29,sunny,fall,day,not manhattan,21
29,sunny,fall,night,not manhattan,3
29,sunny,spring,day,not manhattan,23
29,sunny,spring,night,not manhattan,7
29,sunny,summer,day,not manhattan,28
29,sunny,summer,night,not manhattan,6
29,sunny,winter,day,not manhattan,11
29,sunny,winter,night,not manhattan,5
30,rainy,fall,day,not manhattan,1
30,rainy,spring,day,not manhattan,1
30,sunny,fall,day,not manhattan,2
30,sunny,fall,night,not manhattan,1
30,sunny,summer,day,not manhattan,2
30,sunny,summer,night,not manhattan,2
30,sunny,winter,day,not manhattan,1
31,rainy,fall,day,not manhattan,1
31,rainy,spring,day,not manhattan,8
31,rainy,spring,night,not manhattan,3
31,rainy,summer,day,not manhattan,2
31,rainy,summer,night,not manhattan,1
31,rainy,winter,day,not manhattan,3
31,sunny,fall,day,not manhattan,13
31,sunny,spring,day,not manhattan,29
31,sunny,spring,night,not manhattan,4
31,sunny,summer,day,not manhattan,23
31,sunny,summer,night,not manhattan,1
31,sunny,winter,day,not manhattan,17
32,rainy,fall,day,not manhattan,1
32,rainy,fall,night,not manhattan,1
32,rainy,spring,day,not manhattan,2
32,rainy,spring,night,not manhattan,1
32,rainy,summer,day,not manhattan,6
32,rainy,winter,day,not manhattan,1
32,rainy,winter,night,not manhattan,2
32,sunny,fall,day,not manhattan,9
32,sunny,fall,night,not manhattan,4
32,sunny,spring,day,not manhattan,10
32,sunny,spring,night,not manhattan,8
32,sunny,summer,day,not manhattan,12
32,sunny,summer,night,not manhattan,6
32,sunny,winter,day,not manhattan,14
32,sunny,winter,night,not manhattan,1
33,rainy,fall,day,not manhattan,568
33,rainy,fall,night,not manhattan,90
33,rainy,spring,day,not manhattan,663
33,rainy,spring,night,not manhattan,120
33,rainy,summer,day,not manhattan,416
33,rainy,summer,night,not manhattan,56
33,rainy,winter,day,not manhattan,432
33,rainy,winter,night,not manhattan,49
33,sunny,fall,day,not manhattan,2964
33,sunny,fall,night,not manhattan,652
33,sunny,spring,day,not manhattan,3505
33,sunny,spring,night,not manhattan,725
33,sunny,summer,day,not manhattan,2938
33,sunny,summer,night,not manhattan,876
33,sunny,winter,day,not manhattan,2070
33,sunny,winter,night,not manhattan,379
34,rainy,fall,day,not manhattan,21
34,rainy,spring,day,not manhattan,15
34,rainy,spring,night,not manhattan,2
34,rainy,summer,day,not manhattan,28
34,rainy,summer,night,not manhattan,2
34,rainy,winter,day,not manhattan,15
34,rainy,winter,night,not manhattan,5
34,sunny,fall,day,not manhattan,110
34,sunny,fall,night,not manhattan,25
34,sunny,spring,day,not manhattan,90
34,sunny,spring,night,not manhattan,25
34,sunny,summer,day,not manhattan,162
34,sunny,summer,night,not manhattan,31
34,sunny,winter,day,not manhattan,62
34,sunny,winter,night,not manhattan,2
35,rainy,fall,day,not manhattan,3
35,rainy,fall,night,not manhattan,2
35,rainy,spring,day,not manhattan,6
35,rainy,spring,night,not manhattan,3
35,rainy,summer,day,not manhattan,7
35,rainy,summer,night,not manhattan,1
35,rainy,winter,day,not manhattan,2
35,rainy,winter,night,not manhattan,5
35,sunny,fall,day,not manhattan,30
35,sunny,fall,night,not manhattan,5
35,sunny,spring,day,not manhattan,17
35,sunny,spring,night,not manhattan,9
35,sunny,summer,day,not manhattan,25
35,sunny,summer,night,not manhattan,9
35,sunny,winter,day,not manhattan,22
35,sunny,winter,night,not manhattan,10
36,rainy,fall,day,not manhattan,5
36,rainy,fall,night,not manhattan,37
36,rainy,spring,day,not manhattan,12
36,rainy,spring,night,not manhattan,39
36,rainy,summer,day,not manhattan,6
36,rainy,summer,night,not manhattan,13
36,rainy,winter,day,not manhattan,7
36,rainy,winter,night,not manhattan,9
36,sunny,fall,day,not manhattan,36
36,sunny,fall,night,not manhattan,195
36,sunny,spring,day,not manhattan,35
36,sunny,spring,night,not manhattan,186
36,sunny,summer,day,not manhattan,49
36,sunny,summer,night,not manhattan,254
36,sunny,winter,day,not manhattan,29
36,sunny,winter,night,not manhattan,102
37,rainy,fall,day,not manhattan,21
37,rainy,fall,night,not manhattan,41
37,rainy,spring,day,not manhattan,26
37,rainy,spring,night,not manhattan,47
37,rainy,summer,day,not manhattan,14
37,rainy,summer,night,not manhattan,20
37,rainy,winter,day,not manhattan,19
37,rainy,winter,night,not manhattan,20
37,sunny,fall,day,not manhattan,92
37,sunny,fall,night,not manhattan,240
37,sunny,spring,day,not manhattan,93
37,sunny,spring,night,not manhattan,212
37,sunny,summer,day,not manhattan,112
37,sunny,summer,night,not manhattan,264
37,sunny,winter,day,not manhattan,86
37,sunny,winter,night,not manhattan,182
38,rainy,fall,day,not manhattan,6
38,rainy,spring,day,not manhattan,7
38,rainy,summer,day,not manhattan,7
38,rainy,winter,day,not manhattan,7
38,rainy,winter,night,not manhattan,2
38,sunny,fall,day,not manhattan,34
38,sunny,fall,night,not manhattan,4
38,sunny,spring,day,not manhattan,26
38,sunny,spring,night,not manhattan,4
38,sunny,summer,day,not manhattan,37
38,sunny,summer,night,not manhattan,2
38,sunny,winter,day,not manhattan,41
38,sunny,winter,night,not manhattan,3
39,rainy,fall,day,not manhattan,10
39,rainy,fall,night,not manhattan,4
39,rainy,spring,day,not manhattan,3
39,rainy,spring,night,not manhattan,4
39,rainy,summer,day,not manhattan,10
39,rainy,summer,night,not manhattan,1
39,rainy,winter,day,not manhattan,6
39,rainy,winter,night,not manhattan,4
39,sunny,fall,day,not manhattan,60
39,sunny,fall,night,not manhattan,18
39,sunny,spring,day,not manhattan,41
39,sunny,spring,night,not manhattan,13
39,sunny,summer,day,not manhattan,61
39,sunny,summer,night,not manhattan,21
39,sunny,winter,day,not manhattan,65
39,sunny,winter,night,not manhattan,17
40,rainy,fall,day,not manhattan,170
40,rainy,fall,night,not manhattan,25
40,rainy,spring,day,not manhattan,185
40,rainy,spring,night,not manhattan,37
40,rainy,summer,day,not manhattan,110
40,rainy,summer,night,not manhattan,12
40,rainy,winter,day,not manhattan,138
40,rainy,winter,night,not manhattan,28
40,sunny,fall,day,not manhattan,788
40,sunny,fall,night,not manhattan,164
40,sunny,spring,day,not manhattan,938
40,sunny,spring,night,not manhattan,203
40,sunny,summer,day,not manhattan,785
40,sunny,summer,night,not manhattan,218
40,sunny,winter,day,not manhattan,647
40,sunny,winter,night,not manhattan,122
41,rainy,fall,day,manhattan,3148
41,rainy,fall,night,manhattan,523
41,rainy,spring,day,manhattan,4641
41,rainy,spring,night,manhattan,828
41,rainy,summer,day,manhattan,2893
41,rainy,summer,night,manhattan,280
41,rainy,winter,day,manhattan,3886
41,rainy,winter,night,manhattan,477
41,sunny,fall,day,manhattan,16441
41,sunny,fall,night,manhattan,3066
41,sunny,spring,day,manhattan,20744
41,sunny,spring,night,manhattan,3629
41,sunny,summer,day,manhattan,17340
41,sunny,summer,night,manhattan,4213
41,sunny,winter,day,manhattan,17130
41,sunny,winter,night,manhattan,2735
42,rainy,fall,day,manhattan,851
42,rainy,fall,night,manhattan,169
42,rainy,spring,day,manhattan,1364
42,rainy,spring,night,manhattan,264
42,rainy,summer,day,manhattan,875
42,rainy,summer,night,manhattan,99
42,rainy,winter,day,manhattan,1165
42,rainy,winter,night,manhattan,157
42,sunny,fall,day,manhattan,4502
42,sunny,fall,night,manhattan,989
42,sunny,spring,day,manhattan,6227
42,sunny,spring,night,manhattan,1369
42,sunny,summer,day,manhattan,5341
42,sunny,summer,night,manhattan,1420
42,sunny,winter,day,manhattan,4849
42,sunny,winter,night,manhattan,1026
43,rainy,fall,day,manhattan,22564
43,rainy,fall,night,manhattan,2634
43,rainy,spring,day,manhattan,28490
43,rainy,spring,night,manhattan,2959
43,rainy,summer,day,manhattan,20219
43,rainy,summer,night,manhattan,1127
43,rainy,winter,day,manhattan,23340
43,rainy,winter,night,manhattan,1825
43,sunny,fall,day,manhattan,120870
43,sunny,fall,night,manhattan,15955
43,sunny,spring,day,manhattan,133932
43,sunny,spring,night,manhattan,14259
43,sunny,summer,day,manhattan,119412
43,sunny,summer,night,manhattan,18015
43,sunny,winter,day,manhattan,107860
43,sunny,winter,night,manhattan,10502
44,rainy,fall,day,not manhattan,1
44,rainy,winter,night,not manhattan,1
44,sunny,fall,day,not manhattan,1
44,sunny,spring,day,not manhattan,1
44,sunny,summer,day,not manhattan,3
44,sunny,winter,day,not manhattan,1
45,rainy,fall,day,manhattan,1361
45,rainy,fall,night,manhattan,450
45,rainy,spring,day,manhattan,1551
45,rainy,spring,night,manhattan,632
45,rainy,summer,day,manhattan,1245
45,rainy,summer,night,manhattan,185
45,rainy,winter,day,manhattan,1230
45,rainy,winter,night,manhattan,300
45,sunny,fall,day,manhattan,6764
45,sunny,fall,night,manhattan,2853
45,sunny,spring,day,manhattan,7100
45,sunny,spring,night,manhattan,2808
45,sunny,summer,day,manhattan,7268
45,sunny,summer,night,manhattan,3006
45,sunny,winter,day,manhattan,5699
45,sunny,winter,night,manhattan,2140
46,rainy,fall,day,not manhattan,1
46,sunny,fall,day,not manhattan,1
46,sunny,fall,night,not manhattan,1
46,sunny,spring,day,not manhattan,4
46,sunny,spring,night,not manhattan,1
46,sunny,summer,day,not manhattan,3
46,sunny,winter,day,not manhattan,1
47,rainy,fall,day,not manhattan,7
47,rainy,spring,day,not manhattan,4
47,rainy,spring,night,not manhattan,4
47,rainy,summer,day,not manhattan,4
47,rainy,summer,night,not manhattan,1
47,rainy,winter,day,not manhattan,12
47,sunny,fall,day,not manhattan,33
47,sunny,fall,night,not manhattan,8
47,sunny,spring,day,not manhattan,41
47,sunny,spring,night,not manhattan,12
47,sunny,summer,day,not manhattan,46
47,sunny,summer,night,not manhattan,19
47,sunny,winter,day,not manhattan,82
47,sunny,winter,night,not manhattan,6
48,rainy,fall,day,manhattan,30742
48,rainy,fall,night,manhattan,14080
48,rainy,spring,day,manhattan,39129
48,rainy,spring,night,manhattan,19830
48,rainy,summer,day,manhattan,26254
48,rainy,summer,night,manhattan,6922
48,rainy,winter,day,manhattan,30710
48,rainy,winter,night,manhattan,11995
48,sunny,fall,day,manhattan,148020
48,sunny,fall,night,manhattan,79662
48,sunny,spring,day,manhattan,173508
48,sunny,spring,night,manhattan,87850
48,sunny,summer,day,manhattan,165302
48,sunny,summer,night,manhattan,91055
48,sunny,winter,day,manhattan,139140
48,sunny,winter,night,manhattan,71741
49,rainy,fall,day,not manhattan,57
49,rainy,fall,night,not manhattan,31
49,rainy,spring,day,not manhattan,76
49,rainy,spring,night,not manhattan,44
49,rainy,summer,day,not manhattan,34
49,rainy,summer,night,not manhattan,20
49,rainy,winter,day,not manhattan,32
49,rainy,winter,night,not manhattan,34
49,sunny,fall,day,not manhattan,243
49,sunny,fall,night,not manhattan,193
49,sunny,spring,day,not manhattan,275
49,sunny,spring,night,not manhattan,233
49,sunny,summer,day,not manhattan,258
49,sunny,summer,night,not manhattan,215
49,sunny,winter,day,not manhattan,197
49,sunny,winter,night,not manhattan,173
50,rainy,fall,day,manhattan,8719
50,rainy,fall,night,manhattan,2252
50,rainy,spring,day,manhattan,10913
50,rainy,spring,night,manhattan,2958
50,rainy,summer,day,manhattan,7522
50,rainy,summer,night,manhattan,976
50,rainy,winter,day,manhattan,8332
50,rainy,winter,night,manhattan,1883
50,sunny,fall,day,manhattan,42975
50,sunny,fall,night,manhattan,13351
50,sunny,spring,day,manhattan,47269
50,sunny,spring,night,manhattan,13693
50,sunny,summer,day,manhattan,46573
50,sunny,summer,night,manhattan,15356
50,sunny,winter,day,manhattan,36189
50,sunny,winter,night,manhattan,10659
51,rainy,fall,night,not manhattan,1
51,rainy,spring,day,not manhattan,9
51,rainy,summer,day,not manhattan,2
51,rainy,summer,night,not manhattan,2
51,rainy,winter,day,not manhattan,6
51,rainy,winter,night,not manhattan,1
51,sunny,fall,day,not manhattan,20
51,sunny,fall,night,not manhattan,8
51,sunny,spring,day,not manhattan,34
51,sunny,spring,night,not manhattan,5
51,sunny,summer,day,not manhattan,25
51,sunny,summer,night,not manhattan,15
51,sunny,winter,day,not manhattan,28
51,sunny,winter,night,not manhattan,7
52,rainy,fall,day,not manhattan,326
52,rainy,fall,night,not manhattan,22
52,rainy,spring,day,not manhattan,385
52,rainy,spring,night,not manhattan,33
52,rainy,summer,day,not manhattan,181
52,rainy,summer,night,not manhattan,16
52,rainy,winter,day,not manhattan,250
52,rainy,winter,night,not manhattan,22
52,sunny,fall,day,not manhattan,1471
52,sunny,fall,night,not manhattan,198
52,sunny,spring,day,not manhattan,1658
52,sunny,spring,night,not manhattan,179
52,sunny,summer,day,not manhattan,1371
52,sunny,summer,night,not manhattan,222
52,sunny,winter,day,not manhattan,1166
52,sunny,winter,night,not manhattan,119
53,rainy,fall,day,not manhattan,4
53,rainy,fall,night,not manhattan,1
53,rainy,spring,day,not manhattan,1
53,rainy,spring,night,not manhattan,2
53,rainy,summer,day,not manhattan,8
53,rainy,winter,day,not manhattan,3
53,rainy,winter,night,not manhattan,3
53,sunny,fall,day,not manhattan,28
53,sunny,fall,night,not manhattan,6
53,sunny,spring,day,not manhattan,26
53,sunny,spring,night,not manhattan,3
53,sunny,summer,day,not manhattan,37
53,sunny,summer,night,not manhattan,7
53,sunny,winter,day,not manhattan,24
53,sunny,winter,night,not manhattan,8
54,rainy,fall,day,not manhattan,18
